country,alpha2,subdivision,district,label,region,sub_country
Slovenia,SI,166,Kri_evci,Slovenia - Kri_evci,,
Slovenia,SI,167,Lovrenc na Pohorju,Slovenia - Lovrenc na Pohorju,,
Slovenia,SI,168,Markovci,Slovenia - Markovci,,
Slovenia,SI,169,Miklav_ na Dravskem polju,Slovenia - Miklav_ na Dravskem polju,,
Slovenia,SI,170,Mirna Pec,Slovenia - Mirna Pec,,
Slovenia,SI,171,Oplotnica,Slovenia - Oplotnica,,
Slovenia,SI,172,Podlehnik,Slovenia - Podlehnik,,
Slovenia,SI,173,Polzela,Slovenia - Polzela,,
Slovenia,SI,174,Prebold,Slovenia - Prebold,,
Slovenia,SI,175,Prevalje,Slovenia - Prevalje,,
Slovenia,SI,176,Razkri_je,Slovenia - Razkri_je,,
Slovenia,SI,177,Ribnica na Pohorju,Slovenia - Ribnica na Pohorju,,
Slovenia,SI,178,Selnica ob Dravi,Slovenia - Selnica ob Dravi,,
Slovenia,SI,179,Sodra_ica,Slovenia - Sodra_ica,,
Slovenia,SI,180,Solcava,Slovenia - Solcava,,
Slovenia,SI,181,Sveta Ana,Slovenia - Sveta Ana,,
Slovenia,SI,182,Sveti Andra_ v Slovenskih goricah,Slovenia - Sveti Andra_ v Slovenskih goricah,,
Slovenia,SI,183,_empeter-Vrtojba,Slovenia - _empeter-Vrtojba,,
Slovenia,SI,184,Tabor,Slovenia - Tabor,,
Slovenia,SI,185,Trnovska vas,Slovenia - Trnovska vas,,
Slovenia,SI,186,Trzin,Slovenia - Trzin,,
Slovenia,SI,187,Velika Polana,Slovenia - Velika Polana,,
Slovenia,SI,188,Ver_ej,Slovenia - Ver_ej,,
Slovenia,SI,189,Vransko,Slovenia - Vransko,,
Slovenia,SI,190,_alec,Slovenia - _alec,,
Slovenia,SI,191,_etale,Slovenia - _etale,,
Slovenia,SI,192,_irovnica,Slovenia - _irovnica,,
Slovenia,SI,193,_u_emberk,Slovenia - _u_emberk,,
Slovenia,SI,194,_martno pri Litiji,Slovenia - _martno pri Litiji,,
Slovenia,SI,195,Apace,Slovenia - Apace,,
Slovenia,SI,196,Cirkulane,Slovenia - Cirkulane,,
Slovenia,SI,197,Kosanjevica na Krki,Slovenia - Kosanjevica na Krki,,
Slovenia,SI,198,Makole,Slovenia - Makole,,
Slovenia,SI,199,Mokronog-Trebelno,Slovenia - Mokronog-Trebelno,,
Slovenia,SI,200,Poljcane,Slovenia - Poljcane,,
Slovenia,SI,201,Rene-Vogrsko,Slovenia - Rene-Vogrsko,,
Slovenia,SI,202,Sredi_ce ob Dravi,Slovenia - Sredi_ce ob Dravi,,
Slovenia,SI,203,Stra_a,Slovenia - Stra_a,,
Slovenia,SI,204,"Sveta Trojica v Slovenskih,,
,,
Goricah","Slovenia - Sveta Trojica v Slovenskih,,
,,
Goricah",,
Slovenia,SI,205,Sveti Toma_,Slovenia - Sveti Toma_,,
Slovenia,SI,206,_marje_ke Toplice,Slovenia - _marje_ke Toplice,,
Slovenia,SI,207,Gorje,Slovenia - Gorje,,
Slovenia,SI,208,Log-Dragomer,Slovenia - Log-Dragomer,,
Slovenia,SI,209,Recica ob Savinji,Slovenia - Recica ob Savinji,,
Slovenia,SI,210,Sveti Jurij v Slovenskih Goricah,Slovenia - Sveti Jurij v Slovenskih Goricah,,
Slovenia,SI,211,_entrupert,Slovenia - _entrupert,,
Slovakia,SK,BC,Banskobystrick_ kraj,Slovakia - Banskobystrick_ kraj,,
Slovakia,SK,BL,Bratislavsk_ kraj,Slovakia - Bratislavsk_ kraj,,
Slovakia,SK,KI,Ko_ick_ kraj,Slovakia - Ko_ick_ kraj,,
Slovakia,SK,NI,Nitriansky kraj,Slovakia - Nitriansky kraj,,
Slovakia,SK,PV,Pre_ovsk_ kraj,Slovakia - Pre_ovsk_ kraj,,
Slovakia,SK,TA,Trnavsk_ kraj,Slovakia - Trnavsk_ kraj,,
Slovakia,SK,TC,Trenciansky kraj,Slovakia - Trenciansky kraj,,
Slovakia,SK,ZI,_ilinsk_ kraj,Slovakia - _ilinsk_ kraj,,
Sierra Leone,SL,E,Eastern,Sierra Leone - Eastern,,
Sierra Leone,SL,N,Northern,Sierra Leone - Northern,,
Sierra Leone,SL,S,Southern,Sierra Leone - Southern,,
Sierra Leone,SL,W,Western Area (Freetown),Sierra Leone - Western Area (Freetown),,
San Marino,SM,1,Acquaviva      ,San Marino - Acquaviva,,
San Marino,SM,2,Chiesanuova    ,San Marino - Chiesanuova,,
San Marino,SM,3,Domagnano      ,San Marino - Domagnano,,
San Marino,SM,4,Faetano        ,San Marino - Faetano,,
San Marino,SM,5,Fiorentino     ,San Marino - Fiorentino,,
San Marino,SM,6,Borgo Maggiore ,San Marino - Borgo Maggiore,,
San Marino,SM,7,San Marino     ,San Marino - San Marino,,
San Marino,SM,8,Montegiardino  ,San Marino - Montegiardino,,
San Marino,SM,9,Serravalle     ,San Marino - Serravalle,,
Senegal,SN,DB ,Diourbel,Senegal - Diourbel,,
Senegal,SN,DK,Dakar,Senegal - Dakar,,
Senegal,SN,FK,Fatick,Senegal - Fatick,,
Senegal,SN,KA,Kaffrine,Senegal - Kaffrine,,
Senegal,SN,KD,Kolda,Senegal - Kolda,,
Senegal,SN,KE,K_dougou,Senegal - K_dougou,,
Senegal,SN,KL,Kaolack,Senegal - Kaolack,,
Senegal,SN,LG,Louga,Senegal - Louga,,
Senegal,SN,MT,Matam,Senegal - Matam,,
Senegal,SN,SE,S_dhiou,Senegal - S_dhiou,,
Senegal,SN,SL,Saint-Louis,Senegal - Saint-Louis,,
Senegal,SN,TC,Tambacounda,Senegal - Tambacounda,,
Senegal,SN,TH,This,Senegal - This,,
Senegal,SN,ZG,Ziguinchor,Senegal - Ziguinchor,,
Somalia,SO,AW,Awdal,Somalia - Awdal,,
Somalia,SO,BK,Bakool,Somalia - Bakool,,
Somalia,SO,BN,Banaadir,Somalia - Banaadir,,
Somalia,SO,BR,Bari,Somalia - Bari,,
Somalia,SO,BY,Bay,Somalia - Bay,,
Somalia,SO,GA,Galguduud,Somalia - Galguduud,,
Somalia,SO,GE ,Gedo,Somalia - Gedo,,
Somalia,SO,HI,Hiiraan,Somalia - Hiiraan,,
Somalia,SO,JD,Jubbada Dhexe,Somalia - Jubbada Dhexe,,
Somalia,SO,JH,Jubbada Hoose,Somalia - Jubbada Hoose,,
Somalia,SO,MU,Mudug,Somalia - Mudug,,
Somalia,SO,NU,Nugaal,Somalia - Nugaal,,
Somalia,SO,SA,Sanaag,Somalia - Sanaag,,
Somalia,SO,SD,Shabeellaha Dhexe,Somalia - Shabeellaha Dhexe,,
Somalia,SO,SH,Shabeellaha Hoose,Somalia - Shabeellaha Hoose,,
Somalia,SO,SO,Sool,Somalia - Sool,,
Somalia,SO,TO,Togdheer,Somalia - Togdheer,,
Somalia,SO,WO,Woqooyi Galbeed,Somalia - Woqooyi Galbeed,,
Suriname,SR,BR,Brokopondo,Suriname - Brokopondo,,
Suriname,SR,CM,Commewijne,Suriname - Commewijne,,
Suriname,SR,CR,Coronie,Suriname - Coronie,,
Suriname,SR,MA,Marowijne,Suriname - Marowijne,,
Suriname,SR,NI,Nickerie,Suriname - Nickerie,,
Suriname,SR,PM,Paramaribo,Suriname - Paramaribo,,
Suriname,SR,PR,Para,Suriname - Para,,
Suriname,SR,SA,Saramacca,Suriname - Saramacca,,
Suriname,SR,SI,Sipaliwini,Suriname - Sipaliwini,,
Suriname,SR,WA,Wanica,Suriname - Wanica,,
South Sudan,SS,BN,Northern Bahr el Ghazal,South Sudan - Northern Bahr el Ghazal,,
South Sudan,SS,BW,Western Bahr el Ghazal,South Sudan - Western Bahr el Ghazal,,
South Sudan,SS,EC,Central Equatoria,South Sudan - Central Equatoria,,
South Sudan,SS,EE,Eastern Equatoria,South Sudan - Eastern Equatoria,,
South Sudan,SS,EW,Western Equatoria,South Sudan - Western Equatoria,,
South Sudan,SS,JG,Jonglei,South Sudan - Jonglei,,
South Sudan,SS,LK,Lakes,South Sudan - Lakes,,
South Sudan,SS,NU,Upper Nile,South Sudan - Upper Nile,,
South Sudan,SS,UY,Unity,South Sudan - Unity,,
South Sudan,SS,WR,Warrap,South Sudan - Warrap,,
Sao Tome and Principe,ST,P,Prncipe,Sao Tome and Principe - Prncipe,,
Sao Tome and Principe,ST,S,So Tom_,Sao Tome and Principe - So Tom_,,
El Salvador,SV,AH,Ahuachapn,El Salvador - Ahuachapn,,
El Salvador,SV,CA,Caba_as,El Salvador - Caba_as,,
El Salvador,SV,CH,Chalatenango,El Salvador - Chalatenango,,
El Salvador,SV,CU,Cuscatln,El Salvador - Cuscatln,,
El Salvador,SV,LI,La Libertad,El Salvador - La Libertad,,
El Salvador,SV,MO,Morazn,El Salvador - Morazn,,
El Salvador,SV,PA,La Paz,El Salvador - La Paz,,
El Salvador,SV,SA,Santa Ana,El Salvador - Santa Ana,,
El Salvador,SV,SM,San Miguel,El Salvador - San Miguel,,
El Salvador,SV,SO,Sonsonate,El Salvador - Sonsonate,,
El Salvador,SV,SS,San Salvador,El Salvador - San Salvador,,
El Salvador,SV,SV,San Vicente,El Salvador - San Vicente,,
El Salvador,SV,UN,La Unin,El Salvador - La Unin,,
El Salvador,SV,US,Usulutn,El Salvador - Usulutn,,
Syria,SY,DI,Dimashq,Syria - Dimashq,,
Syria,SY,DR,Dar'a,Syria - Dar'a,,
Syria,SY,DY,Dayr az Zawr,Syria - Dayr az Zawr,,
Syria,SY,HA,AI Hasakah,Syria - AI Hasakah,,
Syria,SY,HI,Hims,Syria - Hims,,
Syria,SY,HL,Halab,Syria - Halab,,
Syria,SY,HM,Hamah,Syria - Hamah,,
Syria,SY,ID,Idlib,Syria - Idlib,,
Syria,SY,LA,AI Ladhiqiyah,Syria - AI Ladhiqiyah,,
Syria,SY,Qu,AI Qunaytirah,Syria - AI Qunaytirah,,
Syria,SY,RA,Ar Raqqah,Syria - Ar Raqqah,,
Syria,SY,RD,Rif Dimashq,Syria - Rif Dimashq,,
Syria,SY,SU,As Suwayda',Syria - As Suwayda',,
Syria,SY,TA,Tartus,Syria - Tartus,,
Swaziland,SZ,HH,Hhohho,Swaziland - Hhohho,,
Swaziland,SZ,LU,Lubombo,Swaziland - Lubombo,,
Swaziland,SZ,MA,Manzini,Swaziland - Manzini,,
Swaziland,SZ,SH,Shiselweni,Swaziland - Shiselweni,,
Chad,TD,BA,Batha,Chad - Batha,,
Chad,TD,BG,Ba?r al Ghazal,Chad - Ba?r al Ghazal,,
Chad,TD,BO,Burku,Chad - Burku,,
Chad,TD,CB,Chari-Baguirmi,Chad - Chari-Baguirmi,,
Chad,TD,EN,Innidi,Chad - Innidi,,
Chad,TD,GR,Gu_ra,Chad - Gu_ra,,
Chad,TD,HL,Hadjer Lamis,Chad - Hadjer Lamis,,
Chad,TD,KA,Kanem,Chad - Kanem,,
Chad,TD,LC,Lac,Chad - Lac,,
Chad,TD,LO,Logone-Occidental,Chad - Logone-Occidental,,
Chad,TD,LR,Logone-Oriental,Chad - Logone-Oriental,,
Chad,TD,MA,Mandoul,Chad - Mandoul,,
Chad,TD,MC,Moyen-Chari,Chad - Moyen-Chari,,
Chad,TD,ME,Mayo-Kebbi-Est,Chad - Mayo-Kebbi-Est,,
Chad,TD,MO,Mayo-Kebbi-Ouest,Chad - Mayo-Kebbi-Ouest,,
Chad,TD,ND,Ville de Ndjamena,Chad - Ville de Ndjamena,,
Chad,TD,OD,Ouadda,Chad - Ouadda,,
Chad,TD,SA,Salamat,Chad - Salamat,,
Chad,TD,SI,Sila,Chad - Sila,,
Chad,TD,TA,Tandjil_,Chad - Tandjil_,,
Chad,TD,TI,Tibasti,Chad - Tibasti,,
Chad,TD,WF,Wadi Fira,Chad - Wadi Fira,,
TG,TG,C,Centre,TG - Centre,,
TG,TG,K,Kara,TG - Kara,,
TG,TG,M,Maritime (R_gion),TG - Maritime (R_gion),,
TG,TG,P,Plateaux,TG - Plateaux,,
TG,TG,S,Savannes,TG - Savannes,,
Thailand,TH,10,Krung Thep Maha Nakhon [Bangkok],Thailand - Krung Thep Maha Nakhon [Bangkok],,
Thailand,TH,11,Samut Prakan,Thailand - Samut Prakan,,
Thailand,TH,12,Nonthaburi,Thailand - Nonthaburi,,
Thailand,TH,13,Pathum Thani,Thailand - Pathum Thani,,
Thailand,TH,14,Phra Nakhon Si Ayutthaya,Thailand - Phra Nakhon Si Ayutthaya,,
Thailand,TH,15,Ang Thong,Thailand - Ang Thong,,
Thailand,TH,16,Lop Buri,Thailand - Lop Buri,,
Thailand,TH,17,Sing Buri,Thailand - Sing Buri,,
Thailand,TH,18,Chai Nat,Thailand - Chai Nat,,
Thailand,TH,19,Saraburi,Thailand - Saraburi,,
Thailand,TH,20,Chon Buri,Thailand - Chon Buri,,
Thailand,TH,21,Rayong,Thailand - Rayong,,
Thailand,TH,22,Chanthaburi,Thailand - Chanthaburi,,
Thailand,TH,23,Trat,Thailand - Trat,,
Thailand,TH,24,Chachoengsao,Thailand - Chachoengsao,,
Thailand,TH,25,Prachin Buri,Thailand - Prachin Buri,,
Thailand,TH,26,Nakhon Nayok,Thailand - Nakhon Nayok,,
Thailand,TH,27,Sa Kaeo,Thailand - Sa Kaeo,,
Thailand,TH,30,Nakhon Ratchasima,Thailand - Nakhon Ratchasima,,
Thailand,TH,31,Buri Ram,Thailand - Buri Ram,,
Thailand,TH,32,Surin,Thailand - Surin,,
Thailand,TH,33,Si Sa Ket,Thailand - Si Sa Ket,,
Thailand,TH,34,Ubon Ratchathani,Thailand - Ubon Ratchathani,,
Thailand,TH,35,Yasothon,Thailand - Yasothon,,
Thailand,TH,36,Chaiyaphum,Thailand - Chaiyaphum,,
Thailand,TH,37,Amnat Charoen,Thailand - Amnat Charoen,,
Thailand,TH,38,Bueng Kan,Thailand - Bueng Kan,,
Thailand,TH,39,Nong Bua Lam Phu,Thailand - Nong Bua Lam Phu,,
Thailand,TH,40,Khon Kaen,Thailand - Khon Kaen,,
Thailand,TH,41,Udon Thani,Thailand - Udon Thani,,
Thailand,TH,42,Loei,Thailand - Loei,,
Thailand,TH,43,Nong Khai,Thailand - Nong Khai,,
Thailand,TH,44,Maha Sarakham,Thailand - Maha Sarakham,,
Thailand,TH,45,Roi Et,Thailand - Roi Et,,
Thailand,TH,46,Kalasin,Thailand - Kalasin,,
Thailand,TH,47,Sakon Nakhon,Thailand - Sakon Nakhon,,
Thailand,TH,48,Nakhon Phanom,Thailand - Nakhon Phanom,,
Thailand,TH,49,Mukdahan,Thailand - Mukdahan,,
Thailand,TH,50,Chiang Mai,Thailand - Chiang Mai,,
Thailand,TH,51,Lamphun,Thailand - Lamphun,,
Thailand,TH,52,Lampang,Thailand - Lampang,,
Thailand,TH,53,Uttaradit,Thailand - Uttaradit,,
Thailand,TH,54,Phrae,Thailand - Phrae,,
Thailand,TH,55,Nan,Thailand - Nan,,
Thailand,TH,56,Phayao,Thailand - Phayao,,
Thailand,TH,57,Chiang Rai,Thailand - Chiang Rai,,
Thailand,TH,58,Mae Hong Son,Thailand - Mae Hong Son,,
Thailand,TH,60,Nakhon Sawan,Thailand - Nakhon Sawan,,
Thailand,TH,61,Uthai Thani,Thailand - Uthai Thani,,
Thailand,TH,62,Kamphaeng Phet,Thailand - Kamphaeng Phet,,
Thailand,TH,63,Tak,Thailand - Tak,,
Thailand,TH,64,Sukhothai,Thailand - Sukhothai,,
Thailand,TH,65,Phitsanulok,Thailand - Phitsanulok,,
Thailand,TH,66,Phichit,Thailand - Phichit,,
Thailand,TH,67,Phetchabun,Thailand - Phetchabun,,
Thailand,TH,70,Ratchaburi,Thailand - Ratchaburi,,
Thailand,TH,71,Kanchanaburi,Thailand - Kanchanaburi,,
Thailand,TH,72,Suphan Buri,Thailand - Suphan Buri,,
Thailand,TH,73,Nakhon Pathom,Thailand - Nakhon Pathom,,
Thailand,TH,74,Samut Sakhon,Thailand - Samut Sakhon,,
Thailand,TH,75,Samut Songkhram,Thailand - Samut Songkhram,,
Thailand,TH,76,Phetchaburi,Thailand - Phetchaburi,,
Thailand,TH,77,Prachuap Khiri Khan,Thailand - Prachuap Khiri Khan,,
Thailand,TH,80,Nakhon Si Thammarat,Thailand - Nakhon Si Thammarat,,
Thailand,TH,81,Krabi,Thailand - Krabi,,
Thailand,TH,82,Phangnga,Thailand - Phangnga,,
Thailand,TH,83,Phuket,Thailand - Phuket,,
Thailand,TH,84,Surat Thani,Thailand - Surat Thani,,
Thailand,TH,85,Ranong,Thailand - Ranong,,
Thailand,TH,86,Chumphon,Thailand - Chumphon,,
Thailand,TH,90,Songkhla,Thailand - Songkhla,,
Thailand,TH,91,Satun,Thailand - Satun,,
Thailand,TH,92,Trang,Thailand - Trang,,
Thailand,TH,93,Phatthalung,Thailand - Phatthalung,,
Thailand,TH,94,Pattani,Thailand - Pattani,,
Thailand,TH,95,Yala,Thailand - Yala,,
Thailand,TH,96,Narathiwat,Thailand - Narathiwat,,
Thailand,TH,S ,Phatthaya,Thailand - Phatthaya,,
Tajikistan,TJ,GB,Kuhistoni Badakhshon,Tajikistan - Kuhistoni Badakhshon,,
Tajikistan,TJ,KT,Khatlon,Tajikistan - Khatlon,,
Tajikistan,TJ,SU,Sughd,Tajikistan - Sughd,,
Timor-Leste,TL,AL,Aileu,Timor-Leste - Aileu,,
Timor-Leste,TL,AN,Ainaro,Timor-Leste - Ainaro,,
Timor-Leste,TL,BA,Baucau,Timor-Leste - Baucau,,
Timor-Leste,TL,BO,Bobonaro,Timor-Leste - Bobonaro,,
Timor-Leste,TL,CO,Cova Lima,Timor-Leste - Cova Lima,,
Timor-Leste,TL,DI,Dli,Timor-Leste - Dli,,
Timor-Leste,TL,ER,Ermera,Timor-Leste - Ermera,,
Timor-Leste,TL,LA,Lautem,Timor-Leste - Lautem,,
Timor-Leste,TL,LI,Liquia,Timor-Leste - Liquia,,
Timor-Leste,TL,MF,Manufahi,Timor-Leste - Manufahi,,
Timor-Leste,TL,MT,Manatuto,Timor-Leste - Manatuto,,
Timor-Leste,TL,OE,Oecussi,Timor-Leste - Oecussi,,
Timor-Leste,TL,VI,Viqueque,Timor-Leste - Viqueque,,
Turkmenistan,TM,A,Ahal,Turkmenistan - Ahal,,
Turkmenistan,TM,B,Balkan,Turkmenistan - Balkan,,
Turkmenistan,TM,D,Dasoguz,Turkmenistan - Dasoguz,,
Turkmenistan,TM,L,Lebap,Turkmenistan - Lebap,,
Turkmenistan,TM,M,Mary,Turkmenistan - Mary,,
Turkmenistan,TM,S,Asgabat,Turkmenistan - Asgabat,,
Tunisia,TN,11,Tunis,Tunisia - Tunis,,
Tunisia,TN,12,Ariana,Tunisia - Ariana,,
Tunisia,TN,13,Ben Arous,Tunisia - Ben Arous,,
Tunisia,TN,14,La Manouba,Tunisia - La Manouba,,
Tunisia,TN,21,Nabeul,Tunisia - Nabeul,,
Tunisia,TN,22,Zaghouan,Tunisia - Zaghouan,,
Tunisia,TN,23,Bizerte,Tunisia - Bizerte,,
Tunisia,TN,31,B_ja,Tunisia - B_ja,,
Tunisia,TN,32,Jendouba,Tunisia - Jendouba,,
Tunisia,TN,33,Le Kef,Tunisia - Le Kef,,
Tunisia,TN,34,Siliana,Tunisia - Siliana,,
Tunisia,TN,41,Kairouan,Tunisia - Kairouan,,
Tunisia,TN,42,Kasserine,Tunisia - Kasserine,,
Tunisia,TN,43,Sidi Bouzid,Tunisia - Sidi Bouzid,,
Tunisia,TN,51,Sousse,Tunisia - Sousse,,
Tunisia,TN,52,Monastir,Tunisia - Monastir,,
Tunisia,TN,53,Mahdia,Tunisia - Mahdia,,
Tunisia,TN,61,Sfax,Tunisia - Sfax,,
Tunisia,TN,71,Gafsa,Tunisia - Gafsa,,
Tunisia,TN,72,Tozeur,Tunisia - Tozeur,,
Tunisia,TN,73,Kebili,Tunisia - Kebili,,
Tunisia,TN,81,Gabs,Tunisia - Gabs,,
Tunisia,TN,82,Medenine,Tunisia - Medenine,,
Tunisia,TN,83,Tataouine,Tunisia - Tataouine,,
Tonga,TO,1,'Eua,Tonga - 'Eua,,
Tonga,TO,2,Ha'apai,Tonga - Ha'apai,,
Tonga,TO,3,Niuas,Tonga - Niuas,,
Tonga,TO,4,Tongatapu,Tonga - Tongatapu,,
Tonga,TO,5,Vava'u,Tonga - Vava'u,,
Turkey,TR,1,Adana,Turkey - Adana,,
Turkey,TR,2,Adiyaman,Turkey - Adiyaman,,
Turkey,TR,3,Afyonkarahisar,Turkey - Afyonkarahisar,,
Turkey,TR,4,Agri,Turkey - Agri,,
Turkey,TR,5,Amasya,Turkey - Amasya,,
Turkey,TR,6,Ankara,Turkey - Ankara,,
Turkey,TR,7,Antalya,Turkey - Antalya,,
Turkey,TR,8,Artvin,Turkey - Artvin,,
Turkey,TR,9,Aydin,Turkey - Aydin,,
Turkey,TR,10,Balikesir,Turkey - Balikesir,,
Turkey,TR,11,Bilecik,Turkey - Bilecik,,
Turkey,TR,12,Bing_l,Turkey - Bing_l,,
Turkey,TR,13,Bitlis,Turkey - Bitlis,,
Turkey,TR,14,Bolu,Turkey - Bolu,,
Turkey,TR,15,Burdur,Turkey - Burdur,,
Turkey,TR,16,Bursa,Turkey - Bursa,,
Turkey,TR,17,Canakkale,Turkey - Canakkale,,
Turkey,TR,18,ankiri,Turkey - ankiri,,
Turkey,TR,19,Corum,Turkey - Corum,,
Turkey,TR,20,Denizli,Turkey - Denizli,,
Turkey,TR,21,Diyarbakir,Turkey - Diyarbakir,,
Turkey,TR,22,Edirne,Turkey - Edirne,,
Turkey,TR,23,Elazig,Turkey - Elazig,,
Turkey,TR,24,Erzincan,Turkey - Erzincan,,
Turkey,TR,25,Erzurum,Turkey - Erzurum,,
Turkey,TR,26,Eskisehir,Turkey - Eskisehir,,
Turkey,TR,27,Gaziantep,Turkey - Gaziantep,,
Turkey,TR,28,Giresun,Turkey - Giresun,,
Turkey,TR,29,Gmshane,Turkey - Gmshane,,
Turkey,TR,30,Hakkari,Turkey - Hakkari,,
Turkey,TR,31,Hatay,Turkey - Hatay,,
Turkey,TR,32,Isparta,Turkey - Isparta,,
Turkey,TR,33,Mersin,Turkey - Mersin,,
Turkey,TR,34,Istanbul,Turkey - Istanbul,,
Turkey,TR,35,Izmir,Turkey - Izmir,,
Turkey,TR,36,Kars,Turkey - Kars,,
Turkey,TR,37,Kastamonu,Turkey - Kastamonu,,
Turkey,TR,38,Kayseri,Turkey - Kayseri,,
Turkey,TR,39,Kirklareli,Turkey - Kirklareli,,
Turkey,TR,40,Kirsehir,Turkey - Kirsehir,,
Turkey,TR,41,Kocaeli,Turkey - Kocaeli,,
Turkey,TR,42,Konya,Turkey - Konya,,
Turkey,TR,43,Ktahya,Turkey - Ktahya,,
Turkey,TR,44,Malatya,Turkey - Malatya,,
Turkey,TR,45,Manisa,Turkey - Manisa,,
Turkey,TR,46,Kahramanmaras,Turkey - Kahramanmaras,,
Turkey,TR,47,Mardin,Turkey - Mardin,,
Turkey,TR,48,Mugla,Turkey - Mugla,,
Turkey,TR,49,Mus,Turkey - Mus,,
Turkey,TR,50,Nevsehir,Turkey - Nevsehir,,
Turkey,TR,51,Nigde,Turkey - Nigde,,
Turkey,TR,52,Ordu,Turkey - Ordu,,
Turkey,TR,53,Rize,Turkey - Rize,,
Turkey,TR,54,Sakarya,Turkey - Sakarya,,
Turkey,TR,55,Samsun,Turkey - Samsun,,
Turkey,TR,56,Siirt,Turkey - Siirt,,
Turkey,TR,57,Sinop,Turkey - Sinop,,
Turkey,TR,58,Sivas,Turkey - Sivas,,
Turkey,TR,59,Tekirdag,Turkey - Tekirdag,,
Turkey,TR,60,Tokat,Turkey - Tokat,,
Turkey,TR,61,Trabzon,Turkey - Trabzon,,
Turkey,TR,62,Tunceli,Turkey - Tunceli,,
Turkey,TR,63,Sanliurfa,Turkey - Sanliurfa,,
Turkey,TR,64,Usak,Turkey - Usak,,
Turkey,TR,65,Van,Turkey - Van,,
Turkey,TR,66,Yozgat,Turkey - Yozgat,,
Turkey,TR,67,Zonguldak,Turkey - Zonguldak,,
Turkey,TR,68,Aksaray,Turkey - Aksaray,,
Turkey,TR,69,Bayburt,Turkey - Bayburt,,
Turkey,TR,70,Karaman,Turkey - Karaman,,
Turkey,TR,71,Kirikkale,Turkey - Kirikkale,,
Turkey,TR,72,Batman,Turkey - Batman,,
Turkey,TR,73,Sirnak,Turkey - Sirnak,,
Turkey,TR,74,Bartin,Turkey - Bartin,,
Turkey,TR,75,Ardahan,Turkey - Ardahan,,
Turkey,TR,76,Igdir,Turkey - Igdir,,
Turkey,TR,77,Yalova,Turkey - Yalova,,
Turkey,TR,78,Karabuk,Turkey - Karabuk,,
Turkey,TR,79,Kilis,Turkey - Kilis,,
Turkey,TR,80,Osmaniye,Turkey - Osmaniye,,
Turkey,TR,81,Dzce,Turkey - Dzce,,
Trinidad and Tobago,TT,ARI,Arima,Trinidad and Tobago - Arima,,
Trinidad and Tobago,TT,CHA,Chaguanas,Trinidad and Tobago - Chaguanas,,
Trinidad and Tobago,TT,CTT,Couva-Tabaquite-Talparo,Trinidad and Tobago - Couva-Tabaquite-Talparo,,
Trinidad and Tobago,TT,DMN,Diego Martin,Trinidad and Tobago - Diego Martin,,
Trinidad and Tobago,TT,ETO,Eastern Tobago,Trinidad and Tobago - Eastern Tobago,,
Trinidad and Tobago,TT,PED,Penal-Debe,Trinidad and Tobago - Penal-Debe,,
Trinidad and Tobago,TT,POS,Port of Spain,Trinidad and Tobago - Port of Spain,,
Trinidad and Tobago,TT,PRT,Princes Town,Trinidad and Tobago - Princes Town,,
Trinidad and Tobago,TT,PTF,Point Fortin,Trinidad and Tobago - Point Fortin,,
Trinidad and Tobago,TT,RCM,Rio Claro-Mayaro,Trinidad and Tobago - Rio Claro-Mayaro,,
Trinidad and Tobago,TT,SFO,San Fernando,Trinidad and Tobago - San Fernando,,
Trinidad and Tobago,TT,SGE,Sangre Grande,Trinidad and Tobago - Sangre Grande,,
Trinidad and Tobago,TT,SIP,Siparia,Trinidad and Tobago - Siparia,,
Trinidad and Tobago,TT,SJL,San Juan-Laventille,Trinidad and Tobago - San Juan-Laventille,,
Trinidad and Tobago,TT,TUP,Tunapuna-Piarco,Trinidad and Tobago - Tunapuna-Piarco,,
Trinidad and Tobago,TT,WTO,Western Tobago,Trinidad and Tobago - Western Tobago,,
Tuvalu,TV,FUN,Funafuti,Tuvalu - Funafuti,,
Tuvalu,TV,NIT,Niutao,Tuvalu - Niutao,,
Tuvalu,TV,NIU,Nui,Tuvalu - Nui,,
Tuvalu,TV,NKF,Nukufetau,Tuvalu - Nukufetau,,
Tuvalu,TV,NKL,Nukulaelae,Tuvalu - Nukulaelae,,
Tuvalu,TV,NMA,Nanumea,Tuvalu - Nanumea,,
Tuvalu,TV,NMG,Nanumanga,Tuvalu - Nanumanga,,
Tuvalu,TV,VAI,Vaitupu,Tuvalu - Vaitupu,,
Taiwan,TW,CHA,Changhua,Taiwan - Changhua,,
Taiwan,TW,CYI,Chiayi,Taiwan - Chiayi,,
Taiwan,TW,HSQ,Hsinchu,Taiwan - Hsinchu,,
Taiwan,TW,HUA,Hualien,Taiwan - Hualien,,
Taiwan,TW,ILA,Ilan,Taiwan - Ilan,,
Taiwan,TW,KEE,Keelung,Taiwan - Keelung,,
Taiwan,TW,KHH,Kaohsiung,Taiwan - Kaohsiung,,
Taiwan,TW,MIA,Miaoli,Taiwan - Miaoli,,
Taiwan,TW,NAN,Nantou,Taiwan - Nantou,,
Taiwan,TW,PEN,Penghu,Taiwan - Penghu,,
Taiwan,TW,PIF,Pingtung,Taiwan - Pingtung,,
Taiwan,TW,TAO,Taoyuan,Taiwan - Taoyuan,,
Taiwan,TW,TNN,Tainan,Taiwan - Tainan,,
