country,alpha2,subdivision,district,label,region,sub_country
Romania,RO,SB,Sibiu,Romania - Sibiu,,
Romania,RO,SJ,Salaj,Romania - Salaj,,
Romania,RO,SM,Satu Mare,Romania - Satu Mare,,
Romania,RO,SV,Suceava,Romania - Suceava,,
Romania,RO,TL,Tulcea,Romania - Tulcea,,
Romania,RO,TM,Timis,Romania - Timis,,
Romania,RO,TR,Teleorman,Romania - Teleorman,,
Romania,RO,VL,Vlcea,Romania - Vlcea,,
Romania,RO,VN,Vrancea,Romania - Vrancea,,
Romania,RO,VS,Vaslui,Romania - Vaslui,,
Serbia,RS,0,Beograd,Serbia - Beograd,,
Serbia,RS,1,Severnobacki okrug,Serbia - Severnobacki okrug,,
Serbia,RS,2,Srednjebanatski okrug,Serbia - Srednjebanatski okrug,,
Serbia,RS,3,Severnobanatski okrug,Serbia - Severnobanatski okrug,,
Serbia,RS,4,Ju_nobanatski okrug,Serbia - Ju_nobanatski okrug,,
Serbia,RS,5,Zapadnobacki okrug,Serbia - Zapadnobacki okrug,,
Serbia,RS,6,Ju_nobacki okrug,Serbia - Ju_nobacki okrug,,
Serbia,RS,7,Sremski okrug,Serbia - Sremski okrug,,
Serbia,RS,8,Macvanski okrug,Serbia - Macvanski okrug,,
Serbia,RS,9,Kolubarski okrug,Serbia - Kolubarski okrug,,
Serbia,RS,10,Podunavski okrug,Serbia - Podunavski okrug,,
Serbia,RS,11,Branicevski okrug,Serbia - Branicevski okrug,,
Serbia,RS,12,_umadijski okrug,Serbia - _umadijski okrug,,
Serbia,RS,13,Pomoravski okrug,Serbia - Pomoravski okrug,,
Serbia,RS,14,Borski okrug,Serbia - Borski okrug,,
Serbia,RS,15,Zajecarski okrug,Serbia - Zajecarski okrug,,
Serbia,RS,16,Zlatiborski okrug,Serbia - Zlatiborski okrug,,
Serbia,RS,17,Moravicki okrug,Serbia - Moravicki okrug,,
Serbia,RS,18,Ra_ki okrug,Serbia - Ra_ki okrug,,
Serbia,RS,19,Rasinski okrug,Serbia - Rasinski okrug,,
Serbia,RS,20,Ni_avski okrug,Serbia - Ni_avski okrug,,
Serbia,RS,21,Toplicki okrug,Serbia - Toplicki okrug,,
Serbia,RS,22,Pirotski okrug,Serbia - Pirotski okrug,,
Serbia,RS,23,Jablanicki okrug,Serbia - Jablanicki okrug,,
Serbia,RS,24,Pcinjski okrug,Serbia - Pcinjski okrug,,
Serbia,RS,25,Kosovski okrug,Serbia - Kosovski okrug,,
Serbia,RS,26,Pecki okrug,Serbia - Pecki okrug,,
Serbia,RS,27,Prizrenski okrug,Serbia - Prizrenski okrug,,
Serbia,RS,28,Kosovsko-Mitrovacki okrug,Serbia - Kosovsko-Mitrovacki okrug,,
Serbia,RS,29,Kosovsko-Pomoravski okrug,Serbia - Kosovsko-Pomoravski okrug,,
Serbia,RS,KM,Kosovo-Metohija,Serbia - Kosovo-Metohija,,
Serbia,RS,VO,Vojvodina,Serbia - Vojvodina,,
Russia,RU,AD,"Adygeya, Respublika","Russia - Adygeya, Respublika",,
Russia,RU,AL,"Altay, Respublika","Russia - Altay, Respublika",,
Russia,RU,ALT,Altayskiy kray,Russia - Altayskiy kray,,
Russia,RU,AMU,Amurskaya oblast',Russia - Amurskaya oblast',,
Russia,RU,ARK,"Arkhangel'skaya oblast,","Russia - Arkhangel'skaya oblast,",,
Russia,RU,AST,Astrakhanskaya oblast',Russia - Astrakhanskaya oblast',,
Russia,RU,BA,"Bashkortostan, Respublika","Russia - Bashkortostan, Respublika",,
Russia,RU,BEL,Belgorodskaya oblast',Russia - Belgorodskaya oblast',,
Russia,RU,BRY,Bryanskaya oblast',Russia - Bryanskaya oblast',,
Russia,RU,BU,"Buryatiya, Respublika","Russia - Buryatiya, Respublika",,
Russia,RU,CE,Chechenskaya Respublika,Russia - Chechenskaya Respublika,,
Russia,RU,CHE,Chelyabinskaya oblast',Russia - Chelyabinskaya oblast',,
Russia,RU,CHU,Chukotskiy avtonomnyy okrug,Russia - Chukotskiy avtonomnyy okrug,,
Russia,RU,CU,Chuvashskaya Respublika,Russia - Chuvashskaya Respublika,,
Russia,RU,DA,"Dagestan, Respublika","Russia - Dagestan, Respublika",,
Russia,RU,IN,Ingushskaya Respublika [Respublika Ingushetiya],Russia - Ingushskaya Respublika [Respublika Ingushetiya],,
Russia,RU,IRK,Irkutskaya oblast',Russia - Irkutskaya oblast',,
Russia,RU,IVA,Ivanovskaya oblast',Russia - Ivanovskaya oblast',,
Russia,RU,KAM,Kamchatskaya oblast',Russia - Kamchatskaya oblast',,
Russia,RU,KB,Kabardino-Balkarskaya Respublika,Russia - Kabardino-Balkarskaya Respublika,,
Russia,RU,KC,Karachayevo-Cherkesskaya Respublika,Russia - Karachayevo-Cherkesskaya Respublika,,
Russia,RU,KDA,Krasnodarskiy kray,Russia - Krasnodarskiy kray,,
Russia,RU,KEM,Kemerovskaya oblast',Russia - Kemerovskaya oblast',,
Russia,RU,KGD,"Kaliningradskaya oblast,","Russia - Kaliningradskaya oblast,",,
Russia,RU,KGN,Kurganskaya oblast',Russia - Kurganskaya oblast',,
Russia,RU,KHA,Khabarovskiy kray,Russia - Khabarovskiy kray,,
Russia,RU,KHM,Khanty-Mansiyskiy avtonomnyy okrug,Russia - Khanty-Mansiyskiy avtonomnyy okrug,,
Russia,RU,KIR,Kirovskaya oblast',Russia - Kirovskaya oblast',,
Russia,RU,KK,"Khakasiya, Respublika","Russia - Khakasiya, Respublika",,
Russia,RU,KL,"Kalmykiya, Respublika","Russia - Kalmykiya, Respublika",,
Russia,RU,KLU,Kaluzhskaya oblast',Russia - Kaluzhskaya oblast',,
Russia,RU,KO,"Komi, Respublika","Russia - Komi, Respublika",,
Russia,RU,KOS,Kostromskaya oblast',Russia - Kostromskaya oblast',,
Russia,RU,KR,"Kareliya, Respublika","Russia - Kareliya, Respublika",,
Russia,RU,KRS,Kurskaya oblast',Russia - Kurskaya oblast',,
Russia,RU,KYA,Krasnoyarskiy kray,Russia - Krasnoyarskiy kray,,
Russia,RU,LEN,Leningradskaya oblast',Russia - Leningradskaya oblast',,
Russia,RU,LIP,Lipetskaya oblast',Russia - Lipetskaya oblast',,
Russia,RU,MAG,Magadanskaya oblast',Russia - Magadanskaya oblast',,
Russia,RU,ME,"Mariy El, Respublika","Russia - Mariy El, Respublika",,
Russia,RU,MO,"Mordoviya, Respublika","Russia - Mordoviya, Respublika",,
Russia,RU,MOS,Moskovskaya oblast',Russia - Moskovskaya oblast',,
Russia,RU,MOW,Moskva,Russia - Moskva,,
Russia,RU,MUR,Murmanskaya oblast',Russia - Murmanskaya oblast',,
Russia,RU,NEN,Nenetskiy avtonomnyy okrug,Russia - Nenetskiy avtonomnyy okrug,,
Russia,RU,NGR,Novgorodskaya oblast',Russia - Novgorodskaya oblast',,
Russia,RU,NIZ,Nizhegorodskaya oblast',Russia - Nizhegorodskaya oblast',,
Russia,RU,NVS,Novosibirskaya oblast',Russia - Novosibirskaya oblast',,
Russia,RU,OMS,Omskaya oblast',Russia - Omskaya oblast',,
Russia,RU,ORE,Orenburgskaya oblast',Russia - Orenburgskaya oblast',,
Russia,RU,ORL,Orlovskaya oblast',Russia - Orlovskaya oblast',,
Russia,RU,PER,Perm,Russia - Perm,,
Russia,RU,PNZ,Penzenskaya oblast',Russia - Penzenskaya oblast',,
Russia,RU,PRI,Primorskiy kray,Russia - Primorskiy kray,,
Russia,RU,PSK,Pskovskaya oblast',Russia - Pskovskaya oblast',,
Russia,RU,ROS,Rostovskaya oblast',Russia - Rostovskaya oblast',,
Russia,RU,RYA,Ryazanskaya oblast',Russia - Ryazanskaya oblast',,
Russia,RU,SA,"Sakha, Respublika [Yakutiya]","Russia - Sakha, Respublika [Yakutiya]",,
Russia,RU,SAK,Sakhalinskaya oblast',Russia - Sakhalinskaya oblast',,
Russia,RU,SAM,Samarskaya oblast',Russia - Samarskaya oblast',,
Russia,RU,SAR,Saratovskaya oblast',Russia - Saratovskaya oblast',,
Russia,RU,SE,"Severnaya Osetiya, Respublika Alaniya] [Respublika Severnaya Osetiya-Alaniya]","Russia - Severnaya Osetiya, Respublika Alaniya] [Respublika Severnaya Osetiya-Alaniya]",,
Russia,RU,SMO,Smolenskaya oblast',Russia - Smolenskaya oblast',,
Russia,RU,SPE,Sankt-Peterburg,Russia - Sankt-Peterburg,,
Russia,RU,STA,Stavropol'skiy kray,Russia - Stavropol'skiy kray,,
Russia,RU,SVE,Sverdlovskaya oblast',Russia - Sverdlovskaya oblast',,
Russia,RU,TA,"Tatarstan, Respublika","Russia - Tatarstan, Respublika",,
Russia,RU,TAM,Tambovskaya oblast',Russia - Tambovskaya oblast',,
Russia,RU,TOM,Tomskaya oblast',Russia - Tomskaya oblast',,
Russia,RU,TUL,Tul'skaya oblast',Russia - Tul'skaya oblast',,
Russia,RU,TVE,Tverskaya oblast',Russia - Tverskaya oblast',,
Russia,RU,TY,"Tyva, Respublika [Tuva]","Russia - Tyva, Respublika [Tuva]",,
Russia,RU,TYU,Tyumenskaya oblast',Russia - Tyumenskaya oblast',,
Russia,RU,UD,Udmurtskaya Respublika,Russia - Udmurtskaya Respublika,,
Russia,RU,ULY,Ul'yanovskaya oblast',Russia - Ul'yanovskaya oblast',,
Russia,RU,VGG,Volgogradskaya oblast',Russia - Volgogradskaya oblast',,
Russia,RU,VLA,Vladimirskaya oblast',Russia - Vladimirskaya oblast',,
Russia,RU,VLG,Vologodskaya oblast',Russia - Vologodskaya oblast',,
Russia,RU,VOR,Voronezhskaya oblast',Russia - Voronezhskaya oblast',,
Russia,RU,YAN,Yamalo-Nenetskiy avtonomnyy okrug,Russia - Yamalo-Nenetskiy avtonomnyy okrug,,
Russia,RU,YAR,Yaroslavskaya oblast',Russia - Yaroslavskaya oblast',,
Russia,RU,YEV,Yevreyskaya avtonomnaya oblast',Russia - Yevreyskaya avtonomnaya oblast',,
Russia,RU,ZAB,Zabaykal'skiy kray,Russia - Zabaykal'skiy kray,,
Rwanda,RW,1,Ville de Kigali,Rwanda - Ville de Kigali,,
Rwanda,RW,2,Est,Rwanda - Est,,
Rwanda,RW,3,Nord,Rwanda - Nord,,
Rwanda,RW,4,Ouest,Rwanda - Ouest,,
Rwanda,RW,5,Sud,Rwanda - Sud,,
Saudi Arabia,SA,1,Ar Riyad,Saudi Arabia - Ar Riyad,,
Saudi Arabia,SA,2,Makkah,Saudi Arabia - Makkah,,
Saudi Arabia,SA,3,AI Madinah,Saudi Arabia - AI Madinah,,
Saudi Arabia,SA,4,Ash Sharqiyah,Saudi Arabia - Ash Sharqiyah,,
Saudi Arabia,SA,5,AI Qasim,Saudi Arabia - AI Qasim,,
Saudi Arabia,SA,6,Ha'il,Saudi Arabia - Ha'il,,
Saudi Arabia,SA,7,Tabuk,Saudi Arabia - Tabuk,,
Saudi Arabia,SA,8,AI Hudud ash Shamaliyah,Saudi Arabia - AI Hudud ash Shamaliyah,,
Saudi Arabia,SA,9,Jizan,Saudi Arabia - Jizan,,
Saudi Arabia,SA,10,Najran,Saudi Arabia - Najran,,
Saudi Arabia,SA,11,AI Bahah,Saudi Arabia - AI Bahah,,
Saudi Arabia,SA,12,AI Jawf,Saudi Arabia - AI Jawf,,
Saudi Arabia,SA,14,'Asir,Saudi Arabia - 'Asir,,
Solomon Islands,SB,CE,Central,Solomon Islands - Central,,
Solomon Islands,SB,CH,Choiseul,Solomon Islands - Choiseul,,
Solomon Islands,SB,CT,Capital Territory (Honiara),Solomon Islands - Capital Territory (Honiara),,
Solomon Islands,SB,GU,Guadalcanal,Solomon Islands - Guadalcanal,,
Solomon Islands,SB,IS,Isabel,Solomon Islands - Isabel,,
Solomon Islands,SB,MK,Makira-Ulawa,Solomon Islands - Makira-Ulawa,,
Solomon Islands,SB,ML,Malaita,Solomon Islands - Malaita,,
Solomon Islands,SB,RB,Rennell and Bellona,Solomon Islands - Rennell and Bellona,,
Solomon Islands,SB,TE,Temotu,Solomon Islands - Temotu,,
Solomon Islands,SB,WE,Western,Solomon Islands - Western,,
Seychelles,SC,1,Anse aux Pins,Seychelles - Anse aux Pins,,
Seychelles,SC,2,Anse Boileau         ,Seychelles - Anse Boileau,,
Seychelles,SC,3,Anse toile          ,Seychelles - Anse toile,,
Seychelles,SC,4,Au Cap,Seychelles - Au Cap,,
Seychelles,SC,5,Anse Royale          ,Seychelles - Anse Royale,,
Seychelles,SC,6,Baie Lazare          ,Seychelles - Baie Lazare,,
Seychelles,SC,7,Baie Sainte Anne     ,Seychelles - Baie Sainte Anne,,
Seychelles,SC,8,Beau Vallon          ,Seychelles - Beau Vallon,,
Seychelles,SC,9,Bel Air              ,Seychelles - Bel Air,,
Seychelles,SC,10,Bel Ombre            ,Seychelles - Bel Ombre,,
Seychelles,SC,11,Cascade              ,Seychelles - Cascade,,
Seychelles,SC,12,Glacis               ,Seychelles - Glacis,,
Seychelles,SC,13,Grand'Anse Mah_,Seychelles - Grand'Anse Mah_,,
Seychelles,SC,14,Grand'Anse Praslin,Seychelles - Grand'Anse Praslin,,
Seychelles,SC,15,La Digue             ,Seychelles - La Digue,,
Seychelles,SC,16,La Rivire Anglaise  ,Seychelles - La Rivire Anglaise,,
Seychelles,SC,17,Mont Buxton          ,Seychelles - Mont Buxton,,
Seychelles,SC,18,Mont Fleuri          ,Seychelles - Mont Fleuri,,
Seychelles,SC,19,Plaisance            ,Seychelles - Plaisance,,
Seychelles,SC,20,Pointe La Rue        ,Seychelles - Pointe La Rue,,
Seychelles,SC,21,Port Glaud           ,Seychelles - Port Glaud,,
Seychelles,SC,22,Saint Louis          ,Seychelles - Saint Louis,,
Seychelles,SC,23,Takamaka             ,Seychelles - Takamaka,,
Seychelles,SC,24,Lemamel,Seychelles - Lemamel,,
Seychelles,SC,25,Ros Kaiman,Seychelles - Ros Kaiman,,
Sudan,SD,DC,Zalingei,Sudan - Zalingei,,
Sudan,SD,DE,Sharq Darfur,Sudan - Sharq Darfur,,
Sudan,SD,DN,Shamal Darfur,Sudan - Shamal Darfur,,
Sudan,SD,DS,Janub Darfur,Sudan - Janub Darfur,,
Sudan,SD,DW,Gharb Darfur,Sudan - Gharb Darfur,,
Sudan,SD,GD,Al Qadarif,Sudan - Al Qadarif,,
Sudan,SD,GZ,Al Jazirah,Sudan - Al Jazirah,,
Sudan,SD,KA,Kassala,Sudan - Kassala,,
Sudan,SD,KH,Al Khartum,Sudan - Al Khartum,,
Sudan,SD,KN,Shamal Kurdufan,Sudan - Shamal Kurdufan,,
Sudan,SD,KS,Janub Kurdufan,Sudan - Janub Kurdufan,,
Sudan,SD,NB,An Nil al Azraq,Sudan - An Nil al Azraq,,
Sudan,SD,NO,Ash Shamaliyah,Sudan - Ash Shamaliyah,,
Sudan,SD,NR,An Nil,Sudan - An Nil,,
Sudan,SD,NW,An Nil al Abya?,Sudan - An Nil al Abya?,,
Sudan,SD,RS,Al Ba?r al A?mar,Sudan - Al Ba?r al A?mar,,
Sudan,SD,SI,Sinnar,Sudan - Sinnar,,
Sweden,SE,AB,Stockholms l_n,Sweden - Stockholms l_n,,
Sweden,SE,AC,V_sterbottens l_n,Sweden - V_sterbottens l_n,,
Sweden,SE,BD,Norrbottens l_n,Sweden - Norrbottens l_n,,
Sweden,SE,C,Uppsala l_n,Sweden - Uppsala l_n,,
Sweden,SE,D,S_dermanlands l_n,Sweden - S_dermanlands l_n,,
Sweden,SE,E,sterg_tlands l_n,Sweden - sterg_tlands l_n,,
Sweden,SE,F,J_nk_pings l_n,Sweden - J_nk_pings l_n,,
Sweden,SE,G,Kronoborgs l_n,Sweden - Kronoborgs l_n,,
Sweden,SE,H,Kalmar l_n,Sweden - Kalmar l_n,,
Sweden,SE,I,Gotlands l_n,Sweden - Gotlands l_n,,
Sweden,SE,K,Blekinge l_n,Sweden - Blekinge l_n,,
Sweden,SE,M,Skne l_n,Sweden - Skne l_n,,
Sweden,SE,N,Hallands l_n,Sweden - Hallands l_n,,
Sweden,SE,O,V_stra G_talands l_n,Sweden - V_stra G_talands l_n,,
Sweden,SE,S,V_rmlands l_n,Sweden - V_rmlands l_n,,
Sweden,SE,T,rebro l_n,Sweden - rebro l_n,,
Sweden,SE,U,V_stmanlands l_n,Sweden - V_stmanlands l_n,,
Sweden,SE,W,Dalarnes l_n,Sweden - Dalarnes l_n,,
Sweden,SE,X,G_vleborgs l_n,Sweden - G_vleborgs l_n,,
Sweden,SE,Y,V_sternorrlands l_n,Sweden - V_sternorrlands l_n,,
Sweden,SE,Z,J_mtlands l_n,Sweden - J_mtlands l_n,,
Singapore,SG,1,Central Singapore,Singapore - Central Singapore,,
Singapore,SG,2,North East,Singapore - North East,,
Singapore,SG,3,North West,Singapore - North West,,
Singapore,SG,4,South East,Singapore - South East,,
Singapore,SG,5,South West,Singapore - South West,,
"Saint Helena, Ascension and Tristan da Cunha",SH,AC,Ascension,"Saint Helena, Ascension and Tristan da Cunha - Ascension",,
"Saint Helena, Ascension and Tristan da Cunha",SH,HL,Saint Helena,"Saint Helena, Ascension and Tristan da Cunha - Saint Helena",,
"Saint Helena, Ascension and Tristan da Cunha",SH,TA,Tristan da Cunha,"Saint Helena, Ascension and Tristan da Cunha - Tristan da Cunha",,
Slovenia,SI,1,Ajdov_cina,Slovenia - Ajdov_cina,,
Slovenia,SI,2,Beltinci,Slovenia - Beltinci,,
Slovenia,SI,3,Bled,Slovenia - Bled,,
Slovenia,SI,4,Bohinj,Slovenia - Bohinj,,
Slovenia,SI,5,Borovnica,Slovenia - Borovnica,,
Slovenia,SI,6,Bovec,Slovenia - Bovec,,
Slovenia,SI,7,Brda,Slovenia - Brda,,
Slovenia,SI,8,Brezovica,Slovenia - Brezovica,,
Slovenia,SI,9,Bre_ice,Slovenia - Bre_ice,,
Slovenia,SI,10,Ti_ina,Slovenia - Ti_ina,,
Slovenia,SI,11,Celje,Slovenia - Celje,,
Slovenia,SI,12,Cerklje na Gorenjskem,Slovenia - Cerklje na Gorenjskem,,
Slovenia,SI,13,Cerknica,Slovenia - Cerknica,,
Slovenia,SI,14,Cerkno,Slovenia - Cerkno,,
Slovenia,SI,15,Cren_ovci,Slovenia - Cren_ovci,,
Slovenia,SI,16,Crna na Koro_kem,Slovenia - Crna na Koro_kem,,
Slovenia,SI,17,Crnomelj,Slovenia - Crnomelj,,
Slovenia,SI,18,Destrnik,Slovenia - Destrnik,,
Slovenia,SI,19,Divaca,Slovenia - Divaca,,
Slovenia,SI,20,Dobrepolje,Slovenia - Dobrepolje,,
Slovenia,SI,21,Dobrova-Polhov Gradec,Slovenia - Dobrova-Polhov Gradec,,
Slovenia,SI,22,Dol pri Ljubljani,Slovenia - Dol pri Ljubljani,,
Slovenia,SI,23,Dom_ale,Slovenia - Dom_ale,,
Slovenia,SI,24,Dornava,Slovenia - Dornava,,
Slovenia,SI,25,Dravograd,Slovenia - Dravograd,,
Slovenia,SI,26,Duplek,Slovenia - Duplek,,
Slovenia,SI,27,Gorenja vas-Poljane,Slovenia - Gorenja vas-Poljane,,
Slovenia,SI,28,Gori_nica,Slovenia - Gori_nica,,
Slovenia,SI,29,Gornja Radgona,Slovenia - Gornja Radgona,,
Slovenia,SI,30,Gornji Grad,Slovenia - Gornji Grad,,
Slovenia,SI,31,Gornji Petrovci,Slovenia - Gornji Petrovci,,
Slovenia,SI,32,Grosuplje,Slovenia - Grosuplje,,
Slovenia,SI,33,_alovci,Slovenia - _alovci,,
Slovenia,SI,34,Hrastnik,Slovenia - Hrastnik,,
Slovenia,SI,35,Hrpelje-Kozina,Slovenia - Hrpelje-Kozina,,
Slovenia,SI,36,Idrija,Slovenia - Idrija,,
Slovenia,SI,37,Ig,Slovenia - Ig,,
Slovenia,SI,38,Ilirska Bistrica,Slovenia - Ilirska Bistrica,,
Slovenia,SI,39,Ivancna Gorica,Slovenia - Ivancna Gorica,,
Slovenia,SI,40,Izola,Slovenia - Izola,,
Slovenia,SI,41,Jesenice,Slovenia - Jesenice,,
Slovenia,SI,42,Jur_inci,Slovenia - Jur_inci,,
Slovenia,SI,43,Kamnik,Slovenia - Kamnik,,
Slovenia,SI,44,Kanal,Slovenia - Kanal,,
Slovenia,SI,45,Kidricevo,Slovenia - Kidricevo,,
Slovenia,SI,46,Kobarid,Slovenia - Kobarid,,
Slovenia,SI,47,Kobilje,Slovenia - Kobilje,,
Slovenia,SI,48,Kocevje,Slovenia - Kocevje,,
Slovenia,SI,49,Komen,Slovenia - Komen,,
Slovenia,SI,50,Koper,Slovenia - Koper,,
Slovenia,SI,51,Kozje,Slovenia - Kozje,,
Slovenia,SI,52,Kranj,Slovenia - Kranj,,
Slovenia,SI,53,Kranjska Gora,Slovenia - Kranjska Gora,,
Slovenia,SI,54,Kr_ko,Slovenia - Kr_ko,,
Slovenia,SI,55,Kungota,Slovenia - Kungota,,
Slovenia,SI,56,Kuzma,Slovenia - Kuzma,,
Slovenia,SI,57,La_ko,Slovenia - La_ko,,
Slovenia,SI,58,Lenart,Slovenia - Lenart,,
Slovenia,SI,59,Lendava,Slovenia - Lendava,,
Slovenia,SI,60,Litija,Slovenia - Litija,,
Slovenia,SI,61,Ljubljana,Slovenia - Ljubljana,,
Slovenia,SI,62,Ljubno,Slovenia - Ljubno,,
Slovenia,SI,63,Ljutomer,Slovenia - Ljutomer,,
Slovenia,SI,64,Logatec,Slovenia - Logatec,,
Slovenia,SI,65,Lo_ka dolina,Slovenia - Lo_ka dolina,,
Slovenia,SI,66,Lo_ki Potok,Slovenia - Lo_ki Potok,,
Slovenia,SI,67,Luce,Slovenia - Luce,,
Slovenia,SI,68,Lukovica,Slovenia - Lukovica,,
Slovenia,SI,69,Maj_perk,Slovenia - Maj_perk,,
Slovenia,SI,70,Maribor,Slovenia - Maribor,,
Slovenia,SI,71,Medvode,Slovenia - Medvode,,
Slovenia,SI,72,Menge_,Slovenia - Menge_,,
Slovenia,SI,73,Metlika,Slovenia - Metlika,,
Slovenia,SI,74,Me_ica,Slovenia - Me_ica,,
Slovenia,SI,75,Miren-Kostanjevica,Slovenia - Miren-Kostanjevica,,
Slovenia,SI,76,Mislinja,Slovenia - Mislinja,,
Slovenia,SI,77,Moravce,Slovenia - Moravce,,
Slovenia,SI,78,Moravske Toplice,Slovenia - Moravske Toplice,,
Slovenia,SI,79,Mozirje,Slovenia - Mozirje,,
Slovenia,SI,80,Murska Sobota,Slovenia - Murska Sobota,,
Slovenia,SI,81,Muta,Slovenia - Muta,,
Slovenia,SI,82,Naklo,Slovenia - Naklo,,
Slovenia,SI,83,Nazarje,Slovenia - Nazarje,,
Slovenia,SI,84,Nova Gorica,Slovenia - Nova Gorica,,
Slovenia,SI,85,Novo mesto,Slovenia - Novo mesto,,
Slovenia,SI,86,Odranci,Slovenia - Odranci,,
Slovenia,SI,87,Ormo_,Slovenia - Ormo_,,
Slovenia,SI,88,Osilnica,Slovenia - Osilnica,,
Slovenia,SI,89,Pesnica,Slovenia - Pesnica,,
Slovenia,SI,90,Piran,Slovenia - Piran,,
Slovenia,SI,91,Pivka,Slovenia - Pivka,,
Slovenia,SI,92,Podcetrtek,Slovenia - Podcetrtek,,
Slovenia,SI,93,Podvelka,Slovenia - Podvelka,,
Slovenia,SI,94,Postojna,Slovenia - Postojna,,
Slovenia,SI,95,Preddvor,Slovenia - Preddvor,,
Slovenia,SI,96,Ptuj,Slovenia - Ptuj,,
Slovenia,SI,97,Puconci,Slovenia - Puconci,,
Slovenia,SI,98,Race-Fram,Slovenia - Race-Fram,,
Slovenia,SI,99,Radece,Slovenia - Radece,,
Slovenia,SI,100,Radenci,Slovenia - Radenci,,
Slovenia,SI,101,Radlje ob Dravi,Slovenia - Radlje ob Dravi,,
Slovenia,SI,102,Radovljica,Slovenia - Radovljica,,
Slovenia,SI,103,Ravne na Koro_kem,Slovenia - Ravne na Koro_kem,,
Slovenia,SI,104,Ribnica,Slovenia - Ribnica,,
Slovenia,SI,105,Roga_ovci,Slovenia - Roga_ovci,,
Slovenia,SI,106,Roga_ka Slatina,Slovenia - Roga_ka Slatina,,
Slovenia,SI,107,Rogatec,Slovenia - Rogatec,,
Slovenia,SI,108,Ru_e,Slovenia - Ru_e,,
Slovenia,SI,109,Semic,Slovenia - Semic,,
Slovenia,SI,110,Sevnica,Slovenia - Sevnica,,
Slovenia,SI,111,Se_ana,Slovenia - Se_ana,,
Slovenia,SI,112,Slovenj Gradec,Slovenia - Slovenj Gradec,,
Slovenia,SI,113,Slovenska Bistrica,Slovenia - Slovenska Bistrica,,
Slovenia,SI,114,Slovenske Konjice,Slovenia - Slovenske Konjice,,
Slovenia,SI,115,Star_e,Slovenia - Star_e,,
Slovenia,SI,116,Sveti Jurij,Slovenia - Sveti Jurij,,
Slovenia,SI,117,_encur,Slovenia - _encur,,
Slovenia,SI,118,_entilj,Slovenia - _entilj,,
Slovenia,SI,119,_entjernej,Slovenia - _entjernej,,
Slovenia,SI,120,_entjur,Slovenia - _entjur,,
Slovenia,SI,121,_kocjan,Slovenia - _kocjan,,
Slovenia,SI,122,_kofja Loka,Slovenia - _kofja Loka,,
Slovenia,SI,123,_kofljica,Slovenia - _kofljica,,
Slovenia,SI,124,_marje pri Jel_ah,Slovenia - _marje pri Jel_ah,,
Slovenia,SI,125,_martno ob Paki,Slovenia - _martno ob Paki,,
Slovenia,SI,126,_o_tanj,Slovenia - _o_tanj,,
Slovenia,SI,127,_tore,Slovenia - _tore,,
Slovenia,SI,128,Tolmin,Slovenia - Tolmin,,
Slovenia,SI,129,Trbovlje,Slovenia - Trbovlje,,
Slovenia,SI,130,Trebnje,Slovenia - Trebnje,,
Slovenia,SI,131,Tr_ic,Slovenia - Tr_ic,,
Slovenia,SI,132,Turni_ce,Slovenia - Turni_ce,,
Slovenia,SI,133,Velenje,Slovenia - Velenje,,
Slovenia,SI,134,Velike La_ce,Slovenia - Velike La_ce,,
Slovenia,SI,135,Videm,Slovenia - Videm,,
Slovenia,SI,136,Vipava,Slovenia - Vipava,,
Slovenia,SI,137,Vitanje,Slovenia - Vitanje,,
Slovenia,SI,138,Vodice,Slovenia - Vodice,,
Slovenia,SI,139,Vojnik,Slovenia - Vojnik,,
Slovenia,SI,140,Vrhnika,Slovenia - Vrhnika,,
Slovenia,SI,141,Vuzenica,Slovenia - Vuzenica,,
Slovenia,SI,142,Zagorje ob Savi,Slovenia - Zagorje ob Savi,,
Slovenia,SI,143,Zavrc,Slovenia - Zavrc,,
Slovenia,SI,144,Zrece,Slovenia - Zrece,,
Slovenia,SI,146,_elezniki,Slovenia - _elezniki,,
Slovenia,SI,147,_iri,Slovenia - _iri,,
Slovenia,SI,148,Benedikt,Slovenia - Benedikt,,
Slovenia,SI,149,Bistrica ob Sotli,Slovenia - Bistrica ob Sotli,,
Slovenia,SI,150,Bloke,Slovenia - Bloke,,
Slovenia,SI,151,Braslovce,Slovenia - Braslovce,,
Slovenia,SI,152,Cankova,Slovenia - Cankova,,
Slovenia,SI,153,Cerkvenjak,Slovenia - Cerkvenjak,,
Slovenia,SI,154,Dobje,Slovenia - Dobje,,
Slovenia,SI,155,Dobrna,Slovenia - Dobrna,,
Slovenia,SI,156,Dobrovnik,Slovenia - Dobrovnik,,
Slovenia,SI,157,Dolenjske Toplice,Slovenia - Dolenjske Toplice,,
Slovenia,SI,158,Grad,Slovenia - Grad,,
Slovenia,SI,159,Hajdina,Slovenia - Hajdina,,
Slovenia,SI,160,Hoce-Slivnica,Slovenia - Hoce-Slivnica,,
Slovenia,SI,161,Hodo_,Slovenia - Hodo_,,
Slovenia,SI,162,Horjul,Slovenia - Horjul,,
Slovenia,SI,163,Jezersko,Slovenia - Jezersko,,
Slovenia,SI,164,Komenda,Slovenia - Komenda,,
Slovenia,SI,165,Kostel,Slovenia - Kostel,,
